Date,Adj Close,Close,High,Low,Open,Volume,Returns,Volatility_20d,MA_50,Trend
1990-03-13,336.0,336.0,338.6700134277344,335.3599853515625,338.6700134277344,145440000,-0.007915061626791967,0.007620698059271499,335.75500122070315,0.0007296951003145415
1990-03-14,336.8699951171875,336.8699951171875,337.6300048828125,334.92999267578125,336.0,145060000,0.002585924794703329,0.0076174343109687995,335.29860107421877,0.0046865511455590715
1990-03-15,338.07000732421875,338.07000732421875,338.9100036621094,336.8699951171875,336.8699951171875,144410000,0.003555911539259242,0.007626798347077536,334.88480102539063,0.009511349243307765
1990-03-16,341.9100036621094,341.9100036621094,341.9100036621094,338.07000732421875,338.07000732421875,222520000,0.011294558949327382,0.007790012242581539,334.60960083007814,0.02181767293562667
1990-03-19,343.5299987792969,343.5299987792969,343.760009765625,339.1199951171875,341.9100036621094,142300000,0.004726885293452838,0.007620913769517223,334.43620056152344,0.02719142904537492
1990-03-20,341.57000732421875,341.57000732421875,344.489990234375,340.8699951171875,343.5299987792969,177320000,-0.005721783053358439,0.006882607774727274,334.1918005371094,0.02207776125940614
1990-03-21,339.739990234375,339.739990234375,342.3399963378906,339.55999755859375,341.57000732421875,130990000,-0.0053720670398316375,0.007051726802151229,333.99420043945315,0.017203262174498298
1990-03-22,335.69000244140625,335.69000244140625,339.7699890136719,333.6199951171875,339.739990234375,175930000,-0.01199246813329243,0.007511587227030511,333.76180053710937,0.0057771797167737796
1990-03-23,337.2200012207031,337.2200012207031,337.5799865722656,335.69000244140625,335.69000244140625,132070000,0.004547417656271205,0.007389486665572633,333.5356005859375,0.011046498869365222
1990-03-26,337.6300048828125,337.6300048828125,339.739990234375,337.2200012207031,337.2200012207031,116110000,0.0012150958252864941,0.0068408795855574725,333.48960083007813,0.01241539179161396
1990-03-27,341.5,341.5,341.5,337.0299987792969,337.6300048828125,131610000,0.01139704321582237,0.00716690004027937,333.5796008300781,0.02374365563785317
1990-03-28,342.0,342.0,342.5799865722656,340.6000061035156,341.5,142300000,0.0014630580517603152,0.007125963091778763,333.60460083007814,0.02516571758612545
1990-03-29,340.7900085449219,340.7900085449219,342.07000732421875,339.7699890136719,342.0,132190000,-0.0035442601870923404,0.007208459963239332,333.6724011230469,0.021331124174247377
1990-03-30,339.94000244140625,339.94000244140625,341.4100036621094,338.2099914550781,340.7900085449219,139340000,-0.0024973382444334795,0.007046378591629337,333.70740112304685,0.018676844736989436
1990-04-02,338.70001220703125,338.70001220703125,339.94000244140625,336.3299865722656,339.94000244140625,124360000,-0.0036543427665177318,0.006978926077899399,333.69840148925783,0.014988416772306369
1990-04-03,343.6400146484375,343.6400146484375,343.760009765625,338.70001220703125,338.70001220703125,154310000,0.014479844532570226,0.007168089749091178,333.96360168457034,0.02897445384783749
1990-04-04,341.0899963378906,341.0899963378906,344.1199951171875,340.3999938964844,343.6400146484375,159530000,-0.007448279054631552,0.007362325909492823,334.15320190429685,0.020759323549982046
1990-04-05,340.7300109863281,340.7300109863281,342.8500061035156,340.6300048828125,341.0899963378906,144170000,-0.0010559543021480325,0.0070420505902680465,334.36260192871094,0.01904342477564153
1990-04-06,340.0799865722656,340.0799865722656,341.7300109863281,338.94000244140625,340.7300109863281,137490000,-0.0019095624738644367,0.006868413056023409,334.6426019287109,0.016248333631810084
1990-04-09,341.3699951171875,341.3699951171875,341.8299865722656,339.8800048828125,340.0799865722656,114970000,0.0037860741669608227,0.00690055134003284,334.9540020751953,0.019154848135093563
1990-04-10,342.07000732421875,342.07000732421875,342.4100036621094,340.6199951171875,341.3699951171875,136020000,0.0020484971594328925,0.006622955778855661,335.29140197753907,0.02021705688454778
1990-04-11,341.9200134277344,341.9200134277344,343.0,341.260009765625,342.07000732421875,141080000,-0.00043858505047729494,0.006616846316591142,335.6702020263672,0.01861890439973063
1990-04-12,344.3399963378906,344.3399963378906,344.7900085449219,341.9100036621094,341.9200134277344,142470000,0.007052699870766595,0.006740107793461894,335.9754022216797,0.024896447956900984
1990-04-16,344.739990234375,344.739990234375,347.29998779296875,344.1000061035156,344.3399963378906,142810000,0.0011609506855662871,0.0062845688718532805,336.2944018554688,0.025113675197412096
1990-04-17,344.67999267578125,344.67999267578125,345.19000244140625,342.05999755859375,344.739990234375,127990000,-0.00017405227650046576,0.0062024868060579245,336.56960144042966,0.024097218526691767
1990-04-18,340.7200012207031,340.7200012207031,345.3299865722656,340.1099853515625,344.67999267578125,147130000,-0.011555399924562296,0.006617291976416216,336.74700134277344,0.011798174481398216
1990-04-19,338.0899963378906,338.0899963378906,340.7200012207031,337.5899963378906,340.7200012207031,152930000,-0.00774890780121325,0.0067367581137673166,336.91560119628906,0.0034857250226217784
1990-04-20,335.1199951171875,335.1199951171875,338.5199890136719,333.4100036621094,338.0899963378906,174260000,-0.008823459328022329,0.006478178438169332,336.9430010986328,-0.005410428397388376
1990-04-23,331.04998779296875,331.04998779296875,335.1199951171875,330.0899963378906,335.1199951171875,136150000,-0.01221927757126289,0.006917161427397587,336.9048010253906,-0.017378242205520297
1990-04-24,330.3599853515625,330.3599853515625,332.9700012207031,329.7099914550781,331.04998779296875,137360000,-0.0020864598954934734,0.006902823455273258,336.8396008300781,-0.019236501475918506
1990-04-25,332.0299987792969,332.0299987792969,332.739990234375,330.3599853515625,330.3599853515625,133480000,0.005042398001755074,0.006427784921802558,336.87860107421875,-0.014392728654954444
1990-04-26,332.9200134277344,332.9200134277344,333.760009765625,330.6700134277344,332.0299987792969,141330000,0.002676938607672097,0.006461943105710114,336.9166015625,-0.011862247559873395
1990-04-27,329.1099853515625,329.1099853515625,333.57000732421875,328.7099914550781,332.9200134277344,130630000,-0.011510264331761468,0.006839104688722628,336.85860107421877,-0.023002576445863246
1990-04-30,330.79998779296875,330.79998779296875,331.30999755859375,327.760009765625,329.1099853515625,122750000,0.005121929368641514,0.007005112064623984,336.77680053710935,-0.017747103525564904
1990-05-01,332.25,332.25,332.8299865722656,330.79998779296875,330.79998779296875,149020000,0.004373771345364601,0.007096308251304205,336.7674005126953,-0.013414007727048415
1990-05-02,334.4800109863281,334.4800109863281,334.4800109863281,332.1499938964844,332.25,141610000,0.0066894223009485235,0.006381978916311114,336.8972009277344,-0.007174859080900346
1990-05-03,335.57000732421875,335.57000732421875,337.0199890136719,334.4700012207031,334.4800109863281,145560000,0.0032534803957429874,0.006291844489229784,337.0552008056641,-0.004406380551005471
1990-05-04,338.3900146484375,338.3900146484375,338.4599914550781,335.1700134277344,335.5799865722656,140550000,0.00836851946658767,0.006617407760657956,337.3090008544922,0.003204817515117668
1990-05-07,340.5299987792969,340.5299987792969,341.07000732421875,338.1099853515625,338.3900146484375,132760000,0.006304104094008389,0.006768323982870066,337.63660095214846,0.008569562123860163
1990-05-08,342.010009765625,342.010009765625,342.0299987792969,340.1700134277344,340.5299987792969,144230000,0.004336781104194804,0.006785353055631091,337.90340087890627,0.01215320377373298
1990-05-09,342.8599853515625,342.8599853515625,343.0799865722656,340.8999938964844,342.010009765625,152220000,0.002482152900243505,0.006792617578492626,338.155400390625,0.013912493946578784
1990-05-10,343.82000732421875,343.82000732421875,344.9800109863281,342.7699890136719,342.8699951171875,158460000,0.002796128060746733,0.006817199841030414,338.3940002441406,0.01603458417159714
1990-05-11,352.0,352.0,352.30999755859375,343.82000732421875,343.82000732421875,234040000,0.023512889682269687,0.008471180967989891,338.7792004394531,0.03902482662275989
1990-05-14,354.75,354.75,358.4100036621094,351.95001220703125,352.0,225410000,0.007782140442054949,0.008602054289401582,339.1634002685547,0.04595601919046567
1990-05-15,354.2799987792969,354.2799987792969,355.0899963378906,352.8399963378906,354.75,165730000,-0.0013257585443584195,0.008617207240598626,339.57420043945314,0.043306583129143865
1990-05-16,354.0,354.0,354.67999267578125,351.95001220703125,354.2699890136719,159810000,-0.0007906443620192572,0.008087029272720016,339.8956005859375,0.04149626941257347
1990-05-17,354.4700012207031,354.4700012207031,356.9200134277344,354.0,354.0,164770000,0.001326806467015179,0.00776461414900059,340.2460003662109,0.04180504940302821
1990-05-18,354.6400146484375,354.6400146484375,354.6400146484375,352.5199890136719,354.4700012207031,162520000,0.000479512141098698,0.007325265626300876,340.53340087890626,0.041425051795572765
1990-05-21,358.0,358.0,359.07000732421875,353.7799987792969,354.6400146484375,166280000,0.009429754658812085,0.0065419345593723055,340.93480102539064,0.05005414209193168
1990-05-22,358.42999267578125,358.42999267578125,360.5,356.0899963378906,358.0,203350000,0.0012003761199521528,0.00642349596831332,341.3300006103516,0.05009812215408019
1990-05-23,359.2900085449219,359.2900085449219,359.2900085449219,356.989990234375,358.42999267578125,172330000,0.002396523098952939,0.006429821340726972,341.79580078125,0.051183214432959576
1990-05-24,358.4100036621094,358.4100036621094,359.55999755859375,357.8699951171875,359.2900085449219,155140000,-0.0024522929047093127,0.006583526944278883,342.22660095214843,0.047288558706235044
1990-05-25,354.5799865722656,354.5799865722656,358.4100036621094,354.32000732421875,358.4100036621094,120250000,-0.0107436401140695,0.006491971358183545,342.5568005371094,0.03509837205480837
1990-05-29,360.6499938964844,360.6499938964844,360.6499938964844,354.54998779296875,354.5799865722656,137410000,0.01697398942520135,0.007135084430474071,342.93160034179687,0.05166742737335301
1990-05-30,360.8599853515625,360.8599853515625,362.260009765625,360.0,360.6499938964844,199540000,0.0005820888609918471,0.007183779767699411,343.2782000732422,0.05121730792858104
1990-05-31,361.2300109863281,361.2300109863281,361.8399963378906,360.2300109863281,360.8599853515625,165690000,0.0010248740988819006,0.00718922905610341,343.67140014648436,0.051091277401493676
